skill,course
Looker (Software),Data Visualization and Dashboards with Excel and Cognos
Scatter Plots,Data Visualization and Dashboards with Excel and Cognos
Tree Maps,Data Visualization and Dashboards with Excel and Cognos
Pivot Tables And Charts,Data Visualization and Dashboards with Excel and Cognos
Histogram,Data Visualization and Dashboards with Excel and Cognos
Relational Databases,Mastering Power BI for Data Analytics & Storytelling
Data Modeling,Mastering Power BI for Data Analytics & Storytelling
Database Management,Mastering Power BI for Data Analytics & Storytelling
Data Analysis Expressions (DAX),Mastering Power BI for Data Analytics & Storytelling
Advanced Analytics,Mastering Power BI for Data Analytics & Storytelling
Data Management,Mastering Power BI for Data Analytics & Storytelling
Data Governance,Mastering Power BI for Data Analytics & Storytelling
Microsoft Excel,Mastering Power BI for Data Analytics & Storytelling
Amazon Web Services,Mastering Power BI for Data Analytics & Storytelling
Data Integration,Mastering Power BI for Data Analytics & Storytelling
Data Security,Mastering Power BI for Data Analytics & Storytelling
Cloud Computing,Mastering Power BI for Data Analytics & Storytelling
Data Warehousing,Mastering Power BI for Data Analytics & Storytelling
Presentations,Fast-Track Data Analysis and Presentations
Prompt Engineering,Fast-Track Data Analysis and Presentations
Responsible AI,Fast-Track Data Analysis and Presentations
Verbal Communication Skills,Fast-Track Data Analysis and Presentations
Sampling (Statistics),Fast-Track Data Analysis and Presentations
Excel Formulas,Fast-Track Data Analysis and Presentations
Spreadsheet Software,Fast-Track Data Analysis and Presentations
Generative AI,Fast-Track Data Analysis and Presentations
Data Analysis,Fast-Track Data Analysis and Presentations
Data Storytelling," Storytelling With Data"
Data Presentation," Storytelling With Data"
Storytelling," Storytelling With Data"
Data Visualization," Storytelling With Data"
Verbal Communication Skills," Storytelling With Data"
Data Analysis," Storytelling With Data"
Business Communication," Storytelling With Data"
Action Oriented," Storytelling With Data"
Drive Engagement," Storytelling With Data"
Generative AI,Generative AI for Data Visualization and Data Storytelling
Data Storytelling,Generative AI for Data Visualization and Data Storytelling
Data Visualization Software,Generative AI for Data Visualization and Data Storytelling
Interactive Data Visualization,Generative AI for Data Visualization and Data Storytelling
Data Presentation,Generative AI for Data Visualization and Data Storytelling
LLM Application,Generative AI for Data Visualization and Data Storytelling
Data Wrangling,Generative AI for Data Visualization and Data Storytelling
Real Time Data,Generative AI for Data Visualization and Data Storytelling
Dashboard,Generative AI for Data Visualization and Data Storytelling
Large Language Modeling,Generative AI for Data Visualization and Data Storytelling
Prompt Engineering,Generative AI for Data Visualization and Data Storytelling
Storytelling,"Transmedia Storytelling: Narrative worlds, emerging technologies, and global audiences"
User Experience Design,"Transmedia Storytelling: Narrative worlds, emerging technologies, and global audiences"
Driving engagement,"Transmedia Storytelling: Narrative worlds, emerging technologies, and global audiences"
Content Creation,"Transmedia Storytelling: Narrative worlds, emerging technologies, and global audiences"
Multimedia,"Transmedia Storytelling: Narrative worlds, emerging technologies, and global audiences"
Animation and Game Design,"Transmedia Storytelling: Narrative worlds, emerging technologies, and global audiences"
Augmented and Virtual Reality (AR/VR),"Transmedia Storytelling: Narrative worlds, emerging technologies, and global audiences"
Design Strategies,"Transmedia Storytelling: Narrative worlds, emerging technologies, and global audiences"
Emerging Technologies,"Transmedia Storytelling: Narrative worlds, emerging technologies, and global audiences"
Qualitative Research,"Transmedia Storytelling: Narrative worlds, emerging technologies, and global audiences"
Data Transformation,Power BI for Beginners: Build your First Report
Power BI,Power BI for Beginners: Build your First Report
Data Manipulation,Power BI for Beginners: Build your First Report
Data Cleansing,Power BI for Beginners: Build your First Report
Data Processing,Power BI for Beginners: Build your First Report
Dashboard,Power BI for Beginners: Build your First Report
Data Visualization,Power BI for Beginners: Build your First Report
Data Presentation,Power BI for Beginners: Build your First Report
Data Import/Export,Power BI for Beginners: Build your First Report
Interactive Data Visualization,Power BI for Beginners: Build your First Report
Data Visualization Software,Power BI for Beginners: Build your First Report
Business Intelligence,Power BI for Beginners: Build your First Report
Data Storytelling,Power BI for Beginners: Build your First Report
Data Storytelling,Data Visualization in Tableau: Create Dashboards and Stories
Data Presentation,Data Visualization in Tableau: Create Dashboards and Stories
Data-Driven Decision-Making,Data Visualization in Tableau: Create Dashboards and Stories
Data Visualization,Data Visualization in Tableau: Create Dashboards and Stories
Interactive Data Visualization,Data Visualization in Tableau: Create Dashboards and Stories
Dashboard,Data Visualization in Tableau: Create Dashboards and Stories
Data Visualization Software,Data Visualization in Tableau: Create Dashboards and Stories
Tableau Software,Data Visualization in Tableau: Create Dashboards and Stories
Data Analysis,Data Visualization in Tableau: Create Dashboards and Stories
Exploratory Data Analysis,Data Visualization in Tableau: Create Dashboards and Stories
Scientific Visualization,Data Visualization and Storytelling with Python
Data Storytelling,Data Visualization and Storytelling with Python
Heat Maps,Data Visualization and Storytelling with Python
Data Mapping,Data Visualization and Storytelling with Python
Data Transformation,Explore Raw Data
Unstructured Data,Explore Raw Data
JSON,Explore Raw Data
Data Structures,Explore Raw Data
Data Validation,Explore Raw Data
Data Storytelling,Data Storytelling: Create Insights with Power BI & Tableau
Dashboard,Data Storytelling: Create Insights with Power BI & Tableau
Data Presentation,Data Storytelling: Create Insights with Power BI & Tableau
Power BI,Data Storytelling: Create Insights with Power BI & Tableau
Strategic Decision-Making,Data Storytelling: Create Insights with Power BI & Tableau
Interactive Data Visualization,Data Storytelling: Create Insights with Power BI & Tableau
Tableau Software,Data Storytelling: Create Insights with Power BI & Tableau
Storytelling,Data Storytelling: Create Insights with Power BI & Tableau
Data-Driven Decision-Making,Data Storytelling: Create Insights with Power BI & Tableau
Executive Presence,Data Storytelling: Create Insights with Power BI & Tableau
Business Intelligence,Data Storytelling: Create Insights with Power BI & Tableau
User Feedback,Data Storytelling: Create Insights with Power BI & Tableau
Data Visualization,Data Storytelling: Create Insights with Power BI & Tableau
Oral Expression,Develop Presentations and Slideshows
Concision,Develop Presentations and Slideshows
Stakeholder Communications,Develop Presentations and Slideshows
Drive Engagement,Develop Presentations and Slideshows
Data Presentation,فن رواية قصة البيانات | The Art of Data Storytelling
Data Storytelling,فن رواية قصة البيانات | The Art of Data Storytelling
Data Visualization,فن رواية قصة البيانات | The Art of Data Storytelling
Storytelling,فن رواية قصة البيانات | The Art of Data Storytelling
Data Visualization Software,فن رواية قصة البيانات | The Art of Data Storytelling
Graphing,فن رواية قصة البيانات | The Art of Data Storytelling
Data Literacy,فن رواية قصة البيانات | The Art of Data Storytelling
Presentations,فن رواية قصة البيانات | The Art of Data Storytelling
Business Reporting,فن رواية قصة البيانات | The Art of Data Storytelling
Data Storytelling,Data Storytelling for Investors and Financial Advisors
Data Visualization,Data Storytelling for Investors and Financial Advisors
Storytelling,Data Storytelling for Investors and Financial Advisors
Financial Data,Data Storytelling for Investors and Financial Advisors
Data Visualization Software,Data Storytelling for Investors and Financial Advisors
Financial Acumen,Data Storytelling for Investors and Financial Advisors
Finance,Data Storytelling for Investors and Financial Advisors
Process Flow Diagrams,Data Storytelling for Investors and Financial Advisors
Verbal Communication Skills,Data Storytelling for Investors and Financial Advisors
Presentations,Data Storytelling for Investors and Financial Advisors
Communication,Data Storytelling for Investors and Financial Advisors
Plotly,Data Storytelling for Investors and Financial Advisors
Matplotlib,Data Storytelling for Investors and Financial Advisors
Surveys,Market Research
Statistical Hypothesis Testing,Market Research
Focus Group,Market Research
Quantitative Research,Market Research
Qualitative Research,Market Research
Data Synthesis,Market Research
Market Research,Market Research
Proposal Writing,Market Research
Data Storytelling,Market Research
